編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
6536,第227條第3項,cbaa6218f0,"並參酌被告於犯罪時與被
      害人甲女有感情交往關係暨其犯罪之動機、目的、手段，
      兼衡其高職畢業之智識程度、自承從事殯葬業、月收入3
      萬元餘之經濟狀況、生活狀況等其他一切情狀，量處如主
      文所示之刑，以示懲儆。",0,0,0,0,1,0,1,0
6537,第227條第3項,cbaa6218f0,然念及被告於本案偵、審理程序中均能坦承犯行，,1,0,0,0,0,1,0,0
6538,第227條第3項,cbaa6218f0,"惟未能維持善良品行，
      克制己身慾望，與年輕識淺之被害人為性交行為，實屬不
      該，",0,1,0,0,0,0,0,1
6539,第227條第3項,cbaa6218f0,"爰審酌被告前無任何前科紀錄，有臺灣高等法院被告前案
      紀錄表1 份在卷可考，素行良好",0,0,0,1,0,1,0,0
6540,第227條第3項,cbaa6218f0,"被告犯後仍
      與被害人甲女交往、聯絡而終未獲告訴人甲女之母原諒、
      和解金額亦未達成共識致未能與告訴人達成民事和解等情
      ，有甲女之母於本院歷次準備程序筆錄及親筆手稿附卷可
      稽",0,0,1,0,0,0,0,1
6541,第227條第3項,cbaa6218f0,"被
      害人甲女亦始終表示不願提告、被告未傷害其身心等語，
      有甲女警詢、偵查及本院準備程序筆錄在卷（見偵查卷第
      16頁、第37頁、本院卷第41頁、第42頁），",0,0,1,0,0,1,0,0
6542,第227條第3項,cc7f5f2b08,"惟念其於行為時年僅
    20歲，思慮未臻周詳，始為偷嘗禁果而誤觸刑章",0,0,0,0,1,1,0,0
6543,第227條第3項,cc7f5f2b08,"被告之犯罪動機、手段均洵非
    至惡，復衡酌被告自陳高中肄業之智識程度、曾從事服務業
    、月收入約新臺幣20,000元至30,000元之家庭生活經濟狀況
    （見侵訴緝卷第103 頁反面），",0,0,0,0,1,0,1,0
6544,第227條第3項,cc7f5f2b08,"暨其始終坦承犯行之犯後態
    度等一切情狀，量處如主文所示之刑，以資懲儆",1,0,0,0,0,1,0,0
6545,第227條第3項,cc7f5f2b08,"爰審酌被告明知甲 女尚屬年幼，處於身心與人格發展中之重
    要階段，對於男女兩性關係，仍處於懵懂之狀態，竟未能克
    制自身情慾，而與性自主能力及判斷能力均尚未臻成熟之甲
    女為性交行為，對於甲 女之身體及心理均造成負面之影響，
    其所為自應受有相當程度之刑事非難",0,1,0,0,0,0,0,1
6546,第227條第3項,cc7f5f2b08,"兼衡此行
    為之發生乃在雙方合意之下",0,0,0,0,1,1,0,0
6547,第227條第3項,cd99b729fb,犯罪時年紀僅18歲，思慮及行動控制能力並非成熟，,0,0,0,0,1,1,0,0
6548,第227條第3項,cd99b729fb,"兼衡其自幼在單親家庭中
    成長、教育程度為國中肄業、目前在工地擔任臨時工、月收
    入約新臺幣2萬元之家庭、經濟狀況",0,0,0,0,1,0,1,0
6549,第227條第3項,cd99b729fb, 其犯後坦承犯行，態度尚稱良好；,1,0,0,0,0,1,0,0
6550,第227條第3項,cd99b729fb,"爰審酌被告與年幼之被害人甲女
    發生性行為，影響被害人甲女之身心健康與人格發展，行為
    並不可取；",0,1,0,0,0,0,0,1
6551,第227條第3項,cd99b729fb,"惟念及被告前無經法院判處罪刑之紀錄，素行尚
    可，",0,0,0,1,0,1,0,0
6552,第227條第3項,cd99b729fb,"及迄今仍未能與告訴
    人等達成和解，取得告訴人原諒等一切情狀，量處如主文所
    示之刑。",0,0,1,0,0,0,0,1
6553,第227條第3項,cebeb7c442,"末衡其自述學歷為高中肄業，
    未婚無小孩，目前從事防水工程工作，月薪約新臺幣35,000
    萬元，與父母同住等智識、家庭、經濟狀況（見本院卷第49
    頁）等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6554,第227條第3項,cebeb7c442,惟念其犯後能坦承犯行，態度尚可,1,0,0,0,0,1,0,0
6555,第227條第3項,cebeb7c442,"爰審酌被告明知A 女係14歲以
    上未滿16歲之未成年女子，性觀念未臻成熟，且缺乏完全之
    性自主同意能力，竟未能自我克制，而與A 女為性交行為，
    足認法紀觀念淡薄，且影響A 女身心正常發展，所為實應非
    難。",0,1,0,0,0,0,0,1
6556,第227條第3項,cebeb7c442,"，且與被害人A 女達
    成和解，並獲得A 女之母B 女之原諒乙節，亦經證人B 女於
    本院審理時陳述在卷（見本院卷第51頁），並有和解書1 份
    在卷可參（見警卷第19頁）。",0,0,1,0,0,1,0,0
6557,第227條第3項,cf9ab7d353,"並審酌被告之素行
    及",0,0,0,0,1,0,1,0
6558,第227條第3項,cf9ab7d353,"自陳與父母同住，高職肄業並從事養雞場工
    作之智識程度及生活狀況（見本院卷第88頁）等一切情狀，
    量處如主文所示之刑。",0,0,0,0,1,0,1,0
6559,第227條第3項,cf9ab7d353,"且犯後復一再飾
    詞否認犯行，顯無悔悟之心",1,0,0,0,0,1,0,0
6560,第227條第3項,cf9ab7d353,"爰審酌被告為逞一己性慾，明知Ａ女係14歲以上未滿16歲之
    少女，竟利用Ａ女涉世未深，對性行為尚未有健全之認知而
    對之為性交行為，影響Ａ女身心健全成長",0,1,0,0,0,0,0,1
6561,第227條第3項,cf9ab7d353,"被害人Ａ女及告訴人Ｂ女亦表
    示不願意原諒被告（見本院卷第82頁）",0,0,1,0,0,0,0,1
6562,第227條第3項,d0721d89b2,"惟念及被告
    行為時年紀亦尚輕",0,0,0,0,1,1,0,0
6563,第227條第3項,d0721d89b2,"兼衡其智
    識程度、本案犯行之動機、目的、手段及所生危害、素行等
    一切情狀，量處主文所示之刑。",0,0,0,0,1,0,1,0
6564,第227條第3項,d0721d89b2,且犯後坦承犯行，態度尚可,1,0,0,0,0,1,0,0
6565,第227條第3項,d0721d89b2,"爰審酌被告明知Ａ女
    為14歲以上未滿16歲之少女，心智發育尚未健全，對於性行
    為缺乏完全自主判斷能力，竟未克制情慾，與之為性交行為
    ，法紀觀念淡薄，已影響A 女之身心正常發展",0,1,0,0,0,0,0,1
6566,第227條第3項,d1bb95c405,"因年輕氣盛，不思妥善控制個人
    性慾，",0,0,0,0,1,0,1,0
6567,第227條第3項,d1bb95c405,"暨被告自陳高中畢業之
    智識程度、職業為裝配工、家庭經濟狀況小康（見偵卷第11
    頁正面），及犯罪之動機、手段、所生危害等一切情狀，量
    處如主文所示之刑",0,0,0,0,1,0,1,0
6568,第227條第3項,d1bb95c405,"惟念其犯後坦承犯行，態度尚可，酌以被告於
    本院準備程序時有悔改之意，",1,0,0,0,0,1,0,0
6569,第227條第3項,d1bb95c405,"明知A女係14歲以上未滿16歲之少女，心智發育尚未
    完全健全，就性自主權之觀念未臻成熟完備，仍有特別加以
    保護之必要，竟未克制情慾，與之為性交行為，對A女身心
    健全、人格發展足生不良之影響，其所為自應受有相當程度
    之刑事非難",0,1,0,0,0,0,0,1
6570,第227條第3項,d1bb95c405,"兼衡
    其與A女原為男女朋友",0,0,0,0,1,1,0,0
6571,第227條第3項,d1bb95c405,"爰以行為人之責任為基礎，被告除累犯欄所示之前科紀錄，
    先前亦有因妨害性自主案件，經法院論罪科刑之紀錄，有臺
    灣高等法院被告前案紀錄表在卷可參，足認素行非佳",0,0,0,1,0,0,0,1
6572,第227條第3項,d1bb95c405,"並表達欲與A女及其家屬和解
    之意願，惟因A女偵訊時即陳明不願與被告和解、被害人法
    定代理人經本院電詢表示亦無意願與被告調解，故雙方迄今
    猶未和解（見本院簡字卷第3頁）",0,0,1,0,0,0,0,1
6573,第227條第3項,d338b04b10,"惟另考量被告犯後
    於本院審理時坦承犯行，態度並非不良",1,0,0,0,0,1,0,0
6574,第227條第3項,d338b04b10,"院審酌被告
    明知被害人為14歲以上未滿16歲之女子，思慮未臻成熟，為
    一逞私慾，猶與被害人為性交行為，對於被害人之身心健康
    與人格發展均有不良影響，實應予責難",0,1,0,0,0,0,0,1
6575,第227條第3項,d338b04b10,犯罪手段尚稱平和，,0,1,0,0,0,1,0,0
6576,第227條第3項,d338b04b10,"且其與被害人於案
    發時本屬男女網友關係",0,0,0,0,1,0,1,0
6577,第227條第3項,d338b04b10,"且被害人及其
    母親均表示不想對被告提出告訴等語（警卷第15頁、本院卷
    第61頁）等一切情狀，",0,0,1,0,0,1,0,0
6578,第227條第3項,d3a1285238,"，又其行為時年僅22歲，兼衡其犯罪之動機、目的、手
    段、犯罪所生之損害、素行、生活狀況及智識程度等一切情
    狀",0,0,0,0,1,0,1,0
6579,第227條第3項,d3a1285238,惟念及被告犯後坦承犯行,1,0,0,0,0,1,0,0
6580,第227條第3項,d3a1285238,"被告竟未克制情慾，而與A 女
    發生性交行為，益見被告法紀觀念淡薄，並影響A 女身心之
    正常發展，所為非是",0,1,0,0,0,0,0,1
6581,第227條第3項,d3a1285238,"且已與告
    訴人等達成和解，並賠償完畢，更獲取告訴人A 女之父之原
    諒",0,0,1,0,0,1,0,0
6582,第227條第3項,d3b871f615,"被告自陳之智識程度及生活經
    濟狀況（見本院卷P51）暨其犯罪手段、情節等一切情狀",0,0,0,0,1,0,1,0
6583,第227條第3項,d3b871f615,"被告
    於偵查中即坦承犯行",1,0,0,0,0,1,0,0
6584,第227條第3項,d3b871f615,"造成告訴人甲女身心健全、人格發展產
    生不良影響，其所為自應受有相當程度之刑事非難。",0,1,0,0,0,0,0,1
6585,第227條第3項,d3b871f615,被告並無刑事犯罪紀錄之素行情形,0,0,0,1,0,1,0,0
6586,第227條第3項,d3b871f615,"惟迄未取得告訴人甲母諒解之犯後態
    度",0,0,1,0,0,0,0,1
6587,第227條第3項,d54d82c663,"兼衡被告為高職畢業、業客運司機等一
    切情狀",0,0,0,0,1,0,1,0
6588,第227條第3項,d54d82c663,"竟因年輕
    氣盛，一時衝動",0,0,0,0,1,0,1,0
6589,第227條第3項,d54d82c663,"犯後
    僅承認部分所為",1,0,0,0,0,0,1,0
6590,第227條第3項,d54d82c663,影響Ａ女之身心健全成長,0,1,0,0,0,0,0,1
6591,第227條第3項,d54d82c663,"行為雖有可議，然考量被告並非以強制手
    段滿足一己性慾",0,1,0,0,0,1,0,0
6592,第227條第3項,d54d82c663,"其於本院審理亦極力欲與告訴人達成和解
    (雖最終未能達成)",0,0,1,0,0,0,1,0
6593,第227條第3項,d595906f6a,"被告自陳未婚、學
    歷為高職肄業與曾從事鐵工工作維生之智識程度與生活狀況
    （見本院卷第8 頁）等一切情狀",0,0,0,0,1,0,1,0
6594,第227條第3項,d595906f6a,"斟酌被告之犯罪動機在於滿足一己
    之私慾",0,0,0,0,1,0,1,0
6595,第227條第3項,d595906f6a,"被告犯後未能坦承犯行
    之犯後態度",1,0,0,0,0,0,0,1
6596,第227條第3項,d595906f6a,"被告明知告訴人尚屬年幼，處於身心與人格發展中之
    重要階段，對於男女兩性關係，仍處於懵懂之狀態，竟未能
    克制自身情慾，而與性自主能力及判斷能力均尚未臻成熟之
    告訴人為性交行為，對於告訴人之身體及心理均造成負面之
    影響，行為實屬可議",0,1,0,0,0,0,0,1
6597,第227條第3項,d595906f6a,並未使用暴力之犯罪手段,0,1,0,0,0,0,1,0
6598,第227條第3項,d595906f6a,"被告除前述構成累犯之前科紀錄外，尚曾因竊盜、
    施用毒品與其他次詐欺案件，經法院分別判刑之紀錄，此有
    臺灣高等法院被告前案紀錄表1 份在卷可佐，足認被告素行
    非佳",0,0,0,1,0,0,0,1
6599,第227條第3項,d595906f6a,"且迄今仍未與告訴人成立和解、調解或達成賠
    償協議，以彌補自身犯罪所造成之損害",0,0,1,0,0,0,0,1
6600,第227條第3項,d5d80160e6,"惟考量被告年紀尚輕，對於法律規範認知不足，有
    可寬待之處",0,0,0,0,1,1,0,0
6601,第227條第3項,d5d80160e6,"暨被告自述為高中畢業、任職於
    電子廠、月薪新臺幣3 萬7,000 元之智識程度及生活狀況",0,0,0,0,1,0,1,0
6602,第227條第3項,d5d80160e6,且知坦承犯行、接受裁判，犯後態度尚可,1,0,0,0,0,1,0,0
6603,第227條第3項,d5d80160e6,"且未採取任何避孕措施，
    使Ａ女懷有身孕，身心健全發展因而受有不良影響，所為殊
    值非難",0,1,0,0,0,0,0,1
6604,第227條第3項,d5da48c1d2,"及為高中畢業之智識程度、受僱從事營
    造業，月薪約新臺幣3萬元之家庭經濟生活狀況",0,0,0,0,1,0,1,0
6605,第227條第3項,d5da48c1d2,"即恣意與被害人Ａ女發生性交行為，侵犯Ａ女之性
    自主權，對於Ａ女之身心健康與日後人格發展，均生相當程
    度之危害",0,1,0,0,0,0,0,1
6606,第227條第3項,d5da48c1d2,"且迄
    今亦未能獲得Ａ女及Ａ女之母之原諒或賠償渠等所受損害，
    所為實無足取",0,0,1,0,0,0,0,1
6607,第227條第3項,d7ab55511e,"對於A 女之身心健
    全發展造成危害，亦可能損及A 女日後對兩性關係之認知",0,1,0,0,0,0,0,1
6608,第227條第3項,d7ab55511e,被告與A 女結識未久,0,0,0,0,1,0,1,0
6609,第227條第3項,d80cd11e4b,"智慮成熟之
    成年人",0,0,0,0,1,0,1,0
6610,第227條第3項,d80cd11e4b,"兼衡酌被告自陳高職肄業
    之教育程度，職業為倉管，月收入新臺幣28,000元，現與父
    親、胞兄同住，父親需其扶養",0,0,0,0,1,0,1,0
6611,第227條第3項,d80cd11e4b,"惟
    本院念及被告於犯後坦承犯行",1,0,0,0,0,1,0,0
6612,第227條第3項,d80cd11e4b,是其已知所悔悟，犯後態度尚可,1,0,0,0,0,1,0,0
6613,第227條第3項,d80cd11e4b,"對於未滿16歲之未成年人為性行為，對其身
    心發展影響甚大，被告猶罔顧被害人尚屬身心發育及性觀念
    發展未臻成熟之少女，對被害人為性交行為，實不可取",0,1,0,0,0,0,0,1
6614,第227條第3項,d80cd11e4b,"且考量被告復已與被害人達
    成和解等情",0,0,1,0,0,1,0,0
6615,第227條第3項,d8aec62fc6,高中畢業之教育程度，月薪約2萬8000元，家庭經濟勉持,0,0,0,0,1,0,1,0
6616,第227條第3項,d8aec62fc6,惟念及被告血氣方剛故犯下本案犯行,0,0,0,0,1,0,1,0
6617,第227條第3項,d8aec62fc6,"犯後始終
    坦承犯行之態度",1,0,0,0,0,1,0,0
6618,第227條第3項,d8aec62fc6,"對於被
    害人A女身心健全、人格發展均生不良影響，行為應予相當程
    度之非難",0,1,0,0,0,0,0,1
6619,第227條第3項,d8aec62fc6,"並與被害人A女及A母以新臺幣（下同）35
    萬元成立調解，除已於108年4月18日調解當日當場支付10萬
    元外，其餘25萬元允諾如附表所示之給付期限、方式，給付
    如附表所示之金額",0,0,1,0,0,1,0,0
6620,第227條第3項,d8db7342d7,"被告為成
    年，心智成熟具備相當程度",0,0,0,0,1,0,1,0
6621,第227條第3項,d8db7342d7,"明知Ａ女係14歲以上未滿16歲
    之少女，就性自主權之觀念仍未臻成熟，有特別加以保護之
    必要，竟與之為性交行為，足以影響於少女身心健康及人格
    發展",0,1,0,0,0,0,0,1
6622,第227條第3項,dc5e8de939,"被告高中畢業，從事
    鐵工之學經歷，離婚，須扶育一讀小學子女及父母之家庭生
    活狀況",0,0,0,0,1,0,1,0
6623,第227條第3項,dc5e8de939,本案行為時甫成年,0,0,0,0,1,0,1,0
6624,第227條第3項,dc5e8de939,Ａ女迄不提告，且已事隔十餘年,0,0,0,0,1,0,1,0
6625,第227條第3項,dc5e8de939,"被告犯後供承犯行，
    態度良好",1,0,0,0,0,1,0,0
6626,第227條第3項,dc5e8de939,"並與Ａ女為同住之男女朋友關
    係",0,0,0,0,1,0,1,0
6627,第227條第3項,dc903740d2,"兼衡其自述為高中畢業之智識程度、目前打
    工中、未婚、無子之生活狀況",0,0,0,0,1,0,1,0
